question,answer
What could have contributed to the cause of the accident [AccidentNumber_ERA11CA174],NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded|STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_IAD04LA027],Single-engineLand
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_SEA01LA124],Class 3 Valid Medical--w/ waivers/lim.
What could have contributed to the cause of the accident [AccidentNumber_CEN13LA149B],Notused/operated|PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT
What is the engine type of the registered aircraft involved in [AccidentNumber_MIA05CA002],1Reciprocating
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_NYC05CA068],"Installed, not activated"
What is the aircraft category of the registered aircraft involved in [AccidentNumber_ANC05CA040],Airplane
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_LAX03LA123],10.5 Hours
What is the aircraft category of the registered aircraft involved in [AccidentNumber_ATL01LA043],Airplane
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_DEN05TA033],Restricted
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_CHI03FA238A],Private
Who is the registered owner of the registered aircraft involved in [AccidentNumber_LAX02LA146],"United Airlines, Inc"
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_CHI04LA187],"Installed, not activated"
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_LAX03TA043],Bell
What is the operator of the registered aircraft involved in [AccidentNumber_CHI03LA001],Stanley L. Reed
When was the last inspection of the registered aircraft involved in [AccidentNumber_LAX03FA147],Annual
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_ATL04LA114],Normal
What could have contributed to the cause of the accident [AccidentNumber_ERA11CA500],InadequateInspection|FluidType|Notserviced/maintained|FluidManagement|FluidLevel|FluidCondition|NotSpecified|NotInspected|PILOT_IN_COMMAND
What is the aircraft category of the registered aircraft involved in [AccidentNumber_CHI02LA226],Airplane
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_SEA04LA062],Class 2 Expired
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_IAD01FA089],Commercial;Private
What could have contributed to the cause of the accident [AccidentNumber_FTW84FA125],PILOT_IN_COMMAND|PILOT_IN_COMMAND|OTHER|DUAL_STUDENT|PILOT_IN_COMMAND
What is the engine type of the registered aircraft involved in [AccidentNumber_NYC04CA019],1Reciprocating
What could have contributed to the cause of the accident [AccidentNumber_NYC83FA016],OTHER
What is the engine model of the registered aircraft involved in [AccidentNumber_MIA03CA103],O-320
What could have contributed to the cause of the accident [AccidentNumber_SEA08LA070],EffectOnOperation|NotSpecified|AwarenessOfCondition|ContributedToOutcome|AbilityTorespond/compensate|Notattained/maintained
What is the landing gear type of the registered aircraft involved in [AccidentNumber_MIA03LA010],Retractable-Tricycle
What is the engine type of the registered aircraft involved in [AccidentNumber_MIA03LA035],1Reciprocating
What is the serial number of the registered aircraft involved in [AccidentNumber_CHI05LA086],28-7415006
What could have contributed to the cause of the accident [AccidentNumber_LAX89DVA03],OTHERPERSON|OTHER
What is the aircraft category of the registered aircraft involved in [AccidentNumber_ATL05FA048],Airplane
What is the engine model of the registered aircraft involved in [AccidentNumber_MIA01LA088],O-360-A1F6
When was the last inspection of the registered aircraft involved in [AccidentNumber_DFW05LA153],Annual
What is the landing gear type of the registered aircraft involved in [AccidentNumber_CHI02LA057],Ski
What could have contributed to the cause of the accident [AccidentNumber_CEN10LA035],PILOT_IN_COMMAND|GROUNDCREW|PILOT_OF_OTHER_AIRCRAFT|FLIGHTCREW|STUDENT_PILOT|Attain/maintainNotPossible|Notattained/maintained
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_CHI03LA143],"Installed, activated, did not aid in locating accident"
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_FTW04FA054],Normal
What is the engine type of the registered aircraft involved in [AccidentNumber_LAX02LA123],1Reciprocating
What is the aircraft category of the registered aircraft involved in [AccidentNumber_LAX01LA298],Gyroplane
When was the last inspection of the registered aircraft involved in [AccidentNumber_CHI01LA060],Annual
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_SEA02FA036],Normal
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ATL04LA063],2990 Hours at time of accident
What could have contributed to the cause of the accident [AccidentNumber_ANC91FA115],OTHER
What is the engine type of the registered aircraft involved in [AccidentNumber_LAX05CA252],1Reciprocating
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_SEA05CA003],Single-engineLand
What could have contributed to the cause of the accident [AccidentNumber_ANC85LA142],PILOT_IN_COMMAND
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_ATL01LA050],Normal
What is the engine type of the registered aircraft involved in [AccidentNumber_DFW05CA079],1TurboProp
What could have contributed to the cause of the accident [AccidentNumber_ATL92LA051],OTHER
What is the aircraft category of the registered aircraft involved in [AccidentNumber_MIA02LA057],Airplane
What could have contributed to the cause of the accident [AccidentNumber_SEA08LA001],OTHERPERSON|OTHER
What could have contributed to the cause of the accident [AccidentNumber_MIA00FA102],PILOT_IN_COMMAND
What is the aircraft model of the registered aircraft involved in [AccidentNumber_FTW03LA069],ThorpT-18
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_ANC02LA012],8873.1 Hours at time of accident
What is the engine type of the registered aircraft involved in [AccidentNumber_FTW02FA195],2Reciprocating
What is the aircraft model of the registered aircraft involved in [AccidentNumber_FTW01LA135],PA-38-112
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_FTW01LA045],Lycoming
What could have contributed to the cause of the accident [AccidentNumber_ANC89FA155],OTHER|PILOT_IN_COMMAND|PILOT_OF_OTHER_AIRCRAFT|OTHERPERSON|OTHER
What could have contributed to the cause of the accident [AccidentNumber_CEN13LA460],Incorrectservice/maintenance
What is the engine model of the registered aircraft involved in [AccidentNumber_NYC03LA003],O-360
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_DEN03LA148],Private
What could have contributed to the cause of the accident [AccidentNumber_LAX84LAMS3],UNKNOWN|PILOT_IN_COMMAND
What could have contributed to the cause of the accident [AccidentNumber_CEN12LA228],Failure
What could have contributed to the cause of the accident [AccidentNumber_CHI95LA141],OTHERPERSON|OTHER
What could have contributed to the cause of the accident [AccidentNumber_IAD02FA047],DUAL_STUDENT|PILOT_IN_COMMAND
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_FTW03LA001],28.1 Hours at time of accident
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_NYC05CA090],"Installed, not activated"
What is the serial number of the registered aircraft involved in [AccidentNumber_ATL03LA040],MC109
When was the last inspection of the registered aircraft involved in [AccidentNumber_ATL04LA167],100 Hour
What is the engine model of the registered aircraft involved in [AccidentNumber_LAX04CA236],O-360-A414
What could have contributed to the cause of the accident [AccidentNumber_CHI01FA111],OTHERPERSON|OTHER|CHECK_PILOT|OTHERPERSON|PILOT_IN_COMMAND
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_CHI05CA209],___Unknown___EngineManufacturer
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_FTW04LA202B],Single-engineLand
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_ANC05FA090],Normal
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_CHI05LA109],Class 3 Valid Medical--no waivers/lim.
What could have contributed to the cause of the accident [AccidentNumber_ERA11CA408],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|CapabilityExceeded|NotSpecified|Attain/maintainNotPossible|Notattained/maintained
What is the Emergency Locator Transmitter of the registered aircraft involved in [AccidentNumber_SEA04FA032],"Installed, not activated"
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_MIA01LA207],Cessna
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_DEN04LA019],Boeing
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_LAX05FA255],Single-engineLand
What is the operator of the registered aircraft involved in [AccidentNumber_ATL03LA022],Georgia Aviation and
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_LAX04CA222],Lycoming
What is the aircraft model of the registered aircraft involved in [AccidentNumber_LAX01LA164],T210N
When was the last inspection of the registered aircraft involved in [AccidentNumber_LAX05FA255],100 Hour
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_CHI05CA085],Continental
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_CHI03LA158],Lycoming
What is the aircraft category of the registered aircraft involved in [AccidentNumber_IAD05LA022],Airplane
What could have contributed to the cause of the accident [AccidentNumber_CHI98LA294],OTHERPERSON|OTHER|UNKNOWN|PILOT_IN_COMMAND
When was the last inspection of the registered aircraft involved in [AccidentNumber_SEA01LA124],Annual
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_DEN01LA080],Single-engineLand
What could have contributed to the cause of the accident [AccidentNumber_FTW99LA128],OTHER
What is the operator of the registered aircraft involved in [AccidentNumber_CHI03LA045],"R. J. T. Leasing, Inc."
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_DEN05CA001],Commercial
Who is the registered owner of the registered aircraft involved in [AccidentNumber_DEN01LA061],Utah State University
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_LAX04CA236],Class 3 Valid Medical--w/ waivers/lim.
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_ANC01LA097],Private
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_NYC02LA024],5014 Hours at time of accident
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_SEA01LA164],Taylorcraft
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_ANC04LA018],Lycoming
When was the last inspection of the registered aircraft involved in [AccidentNumber_FTW02FA222],Annual
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_FTW04FA052],Normal
What could have contributed to the cause of the accident [AccidentNumber_MIA02FA079],UNKNOWN|PILOT_IN_COMMAND
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_IAD05LA001],Lycoming
