question,answer
What is the airplane rating associated with [Pilot_IAD03FA035]?,Single-engineLand
What is the third event associated with [AccidentNumber_LAX00LA086]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the runway surface type associated with [AccidentNumber_LAX02LA036]?,Asphalt
What is the airplane rating associated with [Pilot_CHI05CA208]?,Single-engineLand
What airspace is associated with [AccidentNumber_ANC03LA009]?,ClassD
What is the fourth event associated with [AccidentNumber_LAX98LA037]?,NOSE_OVER
What caused [AccidentNumber_SEA04LA001]?,COMPENSATIONFORWINDCONDITIONS|WEATHERCONDITION|DESCENT
What caused [AccidentNumber_NYC91LA045]?,RECOVERYFROMBOUNCEDLANDING|REASONFOROCCURRENCEUNDETERMINED|FLARE
What is the seat occupancy associated with [Pilot_FTW04LA070]?,Left
What is the landing gear associated with [Registration_N2632N]?,Tailwheel
What was the result of the last inspection for [Registration_N3575X]?,___Unknown___TypeOfLastInspection
What airworthiness certificate does [Registration_N59MB] have?,Normal
What is the landing gear associated with [Registration_N444NM]?,Tricycle
What is the Flight Crew associated with [AccidentNumber_DEN86LA072]?,PILOT_IN_COMMAND
In which country did [AccidentNumber_MIA04CA055] occur?,FL
What is the crew injury associated with [AccidentNumber_LAX03FA147]?,1 Fatal
What is the aircraft fire associated with [AccidentNumber_MIA03LA090]?,___Unknown___AircraftFire
What is the second event associated with [AccidentNumber_DEN84LA020]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the runway surface condition associated with [AccidentNumber_DEN05LA055]?,Dry
What is the third event associated with [AccidentNumber_NYC02LA004]?,HARD_LANDING
What engine is associated with [Registration_N369ER]?,1Reciprocating
What is the first event associated with [AccidentNumber_CHI07FA032]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_SNOW
What is the first event associated with [AccidentNumber_ATL91FA047]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S)
What is the engine model associated with [Registration_N9789D]?,O-320
What is the second event associated with [AccidentNumber_NYC93LA098]?,FORCED_LANDING
What is the second event associated with [AccidentNumber_LAX97LA031]?,FORCED_LANDING
What is the third event associated with [AccidentNumber_CHI98LA294]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_TREE(S)
What airspace is associated with [AccidentNumber_ATL03LA050]?,ClassG
What is the aircraft issue that caused [AccidentNumber_DEN02LA013]?,___Unknown___AircraftIssue
What airworthiness certificate does [Registration_N17438] have?,Normal
What aircraft category does [Registration_N5301W] belong to?,Airplane
What caused [AccidentNumber_CHI95LA051]?,AIRCRAFTPREFLIGHT|STALL/SPIN|FLUIDFUEL
What is the other causal agent associated with [AccidentNumber_SEA02LA049]?,DRIVER_OF_VEHICLE
What is the restraint used associated with [Pilot_MIA02LA057]?,"Seatbelt, Shoulder harness"
What is the Flight Crew associated with [AccidentNumber_CHI97LA097]?,PILOT_IN_COMMAND
What is the first event associated with [AccidentNumber_FTW97FA032]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the condition of light associated with [AccidentNumber_LAX02LA037]?,Day
What is the runway surface type associated with [AccidentNumber_LAX05FA058]?,Asphalt
What is the condition of light associated with [AccidentNumber_LAX04CA236]?,Day
What is the first event associated with [AccidentNumber_ATL91FA013]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION
What is the Federal Aviation Regulation associated with [AccidentNumber_FTW04LA053]?,Part91GeneralAviation-Personal
What is the aircraft damage associated with [AccidentNumber_CHI04CA113]?,Substantial
What is the lowest cloud condition associated with [AccidentNumber_CHI01LA112]?,Clear
What certificate does [Pilot_CHI02TA149] have?,AirlineTransport;FlightInstructor
What are the conditions at the accident site associated with [AccidentNumber_ATL01LA063A]?,Visual Conditions
What is the first event associated with [AccidentNumber_NYC92LA072]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the seat occupancy associated with [Pilot_ANC05LA021]?,Left
What is the third event associated with [AccidentNumber_NYC91LA045]?,HARD_LANDING
What aircraft category does [Registration_N731KG] belong to?,Airplane
What is the aircraft issue that caused [AccidentNumber_LAX03CA274]?,___Unknown___AircraftIssue
What does [Registration_N65914] have in terms of an emergency locator transmitter?,"Installed, not activated"
What environmental issue caused [AccidentNumber_MIA03CA103]?,___Unknown___EnvironmentalIssue
What certificate does [Pilot_ANC03LA048] have?,AirlineTransport;Commercial
What is the third event associated with [AccidentNumber_ANC07LA027]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the aircraft manufacturer associated with [Registration_N9515B]?,Cessna
What is the Flight Crew associated with [AccidentNumber_CHI94LA030]?,PILOT_IN_COMMAND
What caused [AccidentNumber_ANC88LA066]?,COMPENSATIONFORWINDCONDITIONS|DIRECTIONALCONTROL|WEATHERCONDITION
What caused [AccidentNumber_CHI99LA016]?,FLIGHTPLANNING/DECISION|LANDINGGEARNOSEGEAR|AIRCRAFTPREFLIGHT|DISTANCE
What is the first event associated with [AccidentNumber_FTW85LA110]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the aircraft issue that caused [AccidentNumber_CHI03LA045]?,___Unknown___AircraftIssue
What is the second event associated with [AccidentNumber_LAX84LA088]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the third event associated with [AccidentNumber_ATL82DA222]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What instructor rating does [Pilot_SEA05CA003] have?,___Unknown___InstructorRating
What is the second event associated with [AccidentNumber_DEN03LA148]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What caused [AccidentNumber_ATL88LA206]?,CARBURETORHEAT|WEATHERCONDITION
What is the Flight Crew associated with [AccidentNumber_SEA04LA063A]?,PILOT_OF_OTHER_AIRCRAFT
What caused [AccidentNumber_NYC84LA123]?,PLANNING/DECISION|TERRAINCONDITION|WEATHERCONDITION|OVERCONFIDENCEINPERSONALABILITY
What is the landing gear associated with [Registration_N3146S]?,Tricycle
What is the first event associated with [AccidentNumber_ANC03LA048]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_DOWNDRAFT
What is the aircraft damage associated with [AccidentNumber_ATL02FA058]?,Destroyed
What airspace is associated with [AccidentNumber_CHI03FA238A]?,ClassD
What is the Flight Crew associated with [AccidentNumber_ANC90LA082]?,PILOT_IN_COMMAND
What aircraft category does [Registration_N7510W] belong to?,Airplane
What is the runway surface type associated with [AccidentNumber_SEA02LA001]?,___Unknown___RunwaySurfaceType
What caused [AccidentNumber_NYC04FA137]?,CLIMB
What is the runway surface condition associated with [AccidentNumber_LAX01LA068]?,Dry
What is the Flight Crew associated with [AccidentNumber_MKC85LA205]?,PILOT_IN_COMMAND
What is the second event associated with [AccidentNumber_ANC88LA003]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What is the condition of light associated with [AccidentNumber_LAX02LA147]?,Day
What is the total injury associated with [AccidentNumber_ATL04LA032]?,2 None
What airspace is associated with [AccidentNumber_ATL01LA086]?,ClassG
What is the second event associated with [AccidentNumber_DEN85LA107]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER
What is the first event associated with [AccidentNumber_CHI04CA132]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What does [Registration_N1621U] have in terms of an emergency locator transmitter?,"Installed, not activated"
What airspace is associated with [AccidentNumber_ANC04LA060]?,ClassE
What caused [AccidentNumber_SEA94LA094]?,AUTOROTATION|FLUIDFUEL|REFUELING
What is the runway surface type associated with [AccidentNumber_CHI05CA085]?,___Unknown___RunwaySurfaceType
What is the first event associated with [AccidentNumber_NYC89LA169]?,OVERRUN
What caused [AccidentNumber_ANC93LA001]?,AIRCRAFTPREFLIGHT|FUELSYSTEM
What is the restraint used associated with [Pilot_ANC01LA039]?,"Seatbelt, Shoulder harness"
What is the runway surface condition associated with [AccidentNumber_CHI05LA109]?,Dry
What airspace is associated with [AccidentNumber_FTW04FA054]?,ClassE
What is the Federal Aviation Regulation associated with [AccidentNumber_LAX02LA035]?,Part91GeneralAviation-Personal
What is the Flight Crew associated with [AccidentNumber_FTW94LA088]?,PILOT_IN_COMMAND
What is the aircraft issue that caused [AccidentNumber_DEN04LA020]?,___Unknown___AircraftIssue
What is the fourth event associated with [AccidentNumber_ATL93LA054]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the runway surface condition associated with [AccidentNumber_LAX05LA221]?,Dry
What is the aircraft issue that caused [AccidentNumber_SEA04LA063B]?,___Unknown___AircraftIssue
What is the airport associated with [AccidentNumber_DFW05CA144]?,___Unknown___Airport
What is the crew injury associated with [AccidentNumber_NYC02LA179]?,1 Minor
What is the second event associated with [AccidentNumber_NYC90DFJ01]?,NOSE_OVER
What are the conditions at the accident site associated with [AccidentNumber_SEA04LA001]?,Visual Conditions
What is the Flight Crew associated with [AccidentNumber_DEN04LA144]?,PILOT_IN_COMMAND
What is the second event associated with [AccidentNumber_LAX03TA043]?,FORCED_LANDING
What does [Registration_N343BA] have in terms of an emergency locator transmitter?,"Installed, not activated"
What is the aircraft issue that caused [AccidentNumber_CHI01FA111]?,___Unknown___AircraftIssue
What is the total injury associated with [AccidentNumber_ATL04LA088]?,1 None
What is the airplane rating associated with [Pilot_MIA02LA077]?,Multi-engineLand;Single-engineLand;Single-engineSea
What is the second event associated with [AccidentNumber_FTW87LA001]?,NOSE_GEAR_COLLAPSED
What is the condition of light associated with [AccidentNumber_LAX02LA099]?,Day
What is the first event associated with [AccidentNumber_FTW82DA363]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER
What are the conditions at the accident site associated with [AccidentNumber_LAX04LA084]?,Visual Conditions
What are the conditions at the accident site associated with [AccidentNumber_ATL04LA114]?,Visual Conditions
What is the third event associated with [AccidentNumber_SEA94LA094]?,HARD_LANDING
What is the airplane rating associated with [Pilot_CHI03FA291]?,Single-engineLand
What medical certification does [Pilot_LAX05CA252] have?,Class 3 With Waivers/Limitations
What airworthiness certificate does [Registration_N90802] have?,Restricted
What does [Registration_N4686J] have in terms of an emergency locator transmitter?,"Installed, activated, aided in locating accident"
What is the first event associated with [AccidentNumber_ANC07LA018]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the crew injury associated with [AccidentNumber_LAX05FA193]?,1 Fatal
What passanger injury is associated with [AccidentNumber_NYC02LA090]?,1 None
In which country did [AccidentNumber_CHI04CA113] occur?,MO
What medical certification does [Pilot_MIA02FA079] have?,Class 2 Valid Medical--w/ waivers/lim.
What is the first event associated with [AccidentNumber_SEA04LA024]?,LOSS_OF_CONTROL_-_IN_FLIGHT
In which country did [AccidentNumber_FTW01LA073] occur?,TX
What [instrument rating] does [Pilot_IAD01LA035] have?,Airplane
What is the seat occupancy associated with [Pilot_FTW02LA010]?,___Unknown___SeatOccupied
What engine is associated with [Registration_N8936W]?,1Reciprocating
What is the first event associated with [AccidentNumber_CHI86LA097]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_UTILITY_POLE
What does [Registration_N70522] have in terms of an emergency locator transmitter?,"Installed, not activated"
What certificate does [Pilot_MIA03CA063] have?,AirlineTransport;FlightInstructor
What is the second event associated with [AccidentNumber_NYC95LA211]?,FORCED_LANDING
What flight plan was filed for [AccidentNumber_ANC01LA081]?,IFR
What is the Flight Crew associated with [AccidentNumber_CHI88FA102]?,PILOT_IN_COMMAND
What is the Flight Crew associated with [AccidentNumber_DEN04LA017]?,DUAL_STUDENT
What is the clearance associated with [AccidentNumber_CHI03LA294]?,VFR
What is the Federal Aviation Regulation associated with [AccidentNumber_FTW02LA110]?,Part91GeneralAviation-Personal
What are the conditions at the accident site associated with [AccidentNumber_FTW03LA091]?,Visual Conditions
What caused [AccidentNumber_MIA03LA116]?,DIRECTIONALCONTROL
What is the Flight Crew associated with [AccidentNumber_SEA91LA032]?,PILOT_IN_COMMAND
What is the first event associated with [AccidentNumber_CHI05CA210]?,FIRE
What is the first event associated with [AccidentNumber_ATL04LA044]?,LOSS_OF_ENGINE_POWER
What is the clearance associated with [AccidentNumber_CHI03LA326]?,VFR
What is the crew injury associated with [AccidentNumber_CHI03LA048]?,1 Fatal
What caused [AccidentNumber_FTW87DRD09]?,AIRSPEED|TERRAINCONDITION|WEATHERCONDITION|AIRCRAFTWEIGHTANDBALANCE
What is the other causal agent associated with [AccidentNumber_MIA82DA103]?,DRIVER_OF_VEHICLE
What is the Flight Crew associated with [AccidentNumber_ATL03LA029]?,PILOT_IN_COMMAND
What is the engine manufacturer associated with [Registration_N89255]?,Lycoming
What is the first event associated with [AccidentNumber_ATL90GA023]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER
What is the Visual Flight Rules approach associated with [AccidentNumber_MIA01FA206]?,TrafficPattern
What is the first event associated with [AccidentNumber_NYC05FA026]?,MISCELLANEOUS/OTHER
What airspace is associated with [AccidentNumber_SEA04LA048]?,ClassD
What is the second event associated with [AccidentNumber_BFO95LA040]?,NOSE_DOWN
In which country did [AccidentNumber_NYC02LA070] occur?,PA
What is the landing gear associated with [Registration_N1029E]?,Tailwheel
What is the first event associated with [AccidentNumber_FTW82DA157]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What aircraft category does [Registration_N4835F] belong to?,Airplane
What is the Flight Crew associated with [AccidentNumber_LAX95FA029]?,PILOT_IN_COMMAND
What is the engine manufacturer associated with [Registration_N4401X]?,Lycoming
What is the seat occupancy associated with [Pilot_LAX02LA100]?,Right
What is the first event associated with [AccidentNumber_CHI03LA242]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_FOG
What environmental issue caused [AccidentNumber_NYC04LA025]?,___Unknown___EnvironmentalIssue
What aircraft category does [Registration_N3146S] belong to?,Airplane
What is the runway surface type associated with [AccidentNumber_ANC03LA029]?,Asphalt
What is the crew injury associated with [AccidentNumber_SEA04LA048]?,1 None
What is the first event associated with [AccidentNumber_NYC87FA215]?,LOSS_OF_ENGINE_POWER(PARTIAL)_-_NONMECHANICAL
What is the aircraft issue that caused [AccidentNumber_DEN01LA061]?,___Unknown___AircraftIssue
What is the runway surface type associated with [AccidentNumber_FTW02LA029]?,Grass/turf
What is the airplane rating associated with [Pilot_DEN04LA019]?,Multi-engineLand;Single-engineLand
What is the first event associated with [AccidentNumber_CHI88DEP08]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL
What does [Registration_N589Q] have in terms of an emergency locator transmitter?,"Installed, activated, did not aid in locating accident"
What [instrument rating] does [Pilot_ATL01LA029] have?,Airplane
What does [Registration_N897TW] have in terms of an emergency locator transmitter?,___Unknown___ELT
What engine is associated with [Registration_N81685]?,1Reciprocating
What flight plan was filed for [AccidentNumber_DEN03LA062]?,Company VFR
What is the second event associated with [AccidentNumber_ATL85FA106]?,LOSS_OF_CONTROL_-_IN_FLIGHT
What is the seat occupancy associated with [Pilot_ANC03LA087]?,Left
